개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,N,,,,,3,45.18,상영관,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
대현도서관 문화강좌실2,대현도서관,강의실,"2, 4번째 월요일",09:00,20:00,09:00,17:00,N,,,,,,,,전화,,대구광역시 북구 대현남로 43,,행복북구문화재단,,,,35.881976,128.607394,2020-09-18,3450000,대구광역시 북구
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,N,,,,,2,45.18,1인미디어존,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,N,,,,,96,244.2,DVD감상실,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
의정부 퓨전문화관광홍보관,퓨전문화관광홍보관,전시실,매주 월요일+신정+설추석연휴,10:00,17:00,10:00,17:00,N,,,,,30,299.05,,별도 신청 없이 방문 이용,,경기도 의정부시 호국로 1314(의정부동),경기도 의정부시 의정부동 186-19번지,경기도 의정부시청,문화관광과,070-4221-2691,,37.743467,127.050143,2020-08-19,3820000,경기도 의정부시
문경 시민운동장,문경 시민운동장,다목적경기장,"1월1일,설날,추석",09:00,22:00,09:00,22:00,Y,9,(평일)150000+(주말)200000,4,50000,9513,11350,육상공인2종 경기장,방문,,경상북도 문경시 점고길 15,경상북도 문경시 모전동 415-1,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59321834,128.1874108,2020-10-14,5120000,경상북도 문경시
문경 실내체육관,문경 실내체육관,체육관,"1월1일,설날,추석",09:00,22:00,09:00,22:00,Y,9,(평일)120000+(주말)180000,4,36000,1500,1248,다목적경기장,방문,,경상북도 문경시 점고길 10,경상북도 문경시 모전동 524-7,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59613058,128.1870112,2020-10-14,5120000,경상북도 문경시
문경 국제소프트테니스장,문경 국제소프트테니스장,기타,"1월1일,설날,추석",09:00,22:00,09:00,22:00,Y,9,15000(1면당),4,4500,1500,6317,정구장 13면,방문,,경상북도 문경시 점고길 20,경상북도 문경시 모전동 500,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59550042,128.1862724,2020-10-14,5120000,경상북도 문경시
문경 씨름장,문경 씨름장,기타,"1월1일,설날,추석",09:00,22:00,09:00,22:00,N,,,,,300,401,씨름장 1면,방문,,경상북도 문경시 점고길 10,경상북도 문경시 모전동 524-7,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59616799,128.1864223,2020-10-14,5120000,경상북도 문경시
문경 야구장,문경 야구장,야구장,연중무휴,09:00,18:00,09:00,18:00,N,,,,,200,20099,야구장 2면,방문,,,경상북도 문경시 영순면 이목리 40,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.55421106,128.2890477,2020-10-14,5120000,경상북도 문경시
국민체육센터 수영장,문경 국민체육센터,기타,"1월1일,설날,추석,일요일",06:00,22:00,06:00,22:00,Y,2,3000,,,120,6608,6라인,방문+전화,,경상북도 문경시 점고길 30,경상북도 문경시 모전동 498,경상북도 문경시청,새마을체육과,054-550-6093,36.59547497,36.59547497,128.1854339,2020-10-14,5120000,경상북도 문경시
국민체육센터 다목적강의실,문경 국민체육센터,다목적실,"1월1일,설날,추석,일요일",06:00,22:00,06:00,22:00,N,,,,,48,,,방문+전화,,경상북도 문경시 점고길 30,경상북도 문경시 모전동 498,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.59547497,128.1854339,2020-10-14,5120000,경상북도 문경시
문경 관광사격장,문경 관광사격장,기타,연중무휴,09:00,18:00,09:00,18:00,Y,,,,,41,1565,클레이+권총+공기총+레이저총,방문+전화,,경상북도 문경시 사격장길 155,경상북도 문경시 불정동 산 10-1,경상북도 문경관광진흥공단,,054-553-0001,http://www.gbmg.go.kr/,36.64278097,128.1294252,2020-10-14,5120000,경상북도 문경시
영강체육공원 축구장,영강체육공원,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,9,50000,4,15000,400,8000,축구장 1면,인터넷+방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60392088,128.2153529,2020-10-14,5120000,경상북도 문경시
영강체육공원 테니스장,영강체육공원,테니스장,연중무휴,06:00,22:00,06:00,22:00,Y,9,15000(1면당),4,3000,400,7451,테니스장 10면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60332672,128.2126446,2020-10-14,5120000,경상북도 문경시
영강체육공원 게이트볼장,영강체육공원,기타,연중무휴,06:00,22:00,06:00,22:00,Y,9,10000(1면당),4,3000,400,3000,게이트볼 10면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60473258,128.2155025,2020-10-14,5120000,경상북도 문경시
영강체육공원 족구장,영강체육공원,족구장,연중무휴,06:00,22:00,06:00,22:00,Y,9,10000(1면당),4,3000,400,3000,족구장 6면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60455812,128.2158211,2020-10-14,5120000,경상북도 문경시
영강체육공원 농구장,영강체육공원,농구장,연중무휴,06:00,22:00,06:00,22:00,N,,,,,200,714,농구장 1면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60293927,128.2130855,2020-10-14,5120000,경상북도 문경시
영강체육공원 인라인스케이트장,영강체육공원,기타,연중무휴,06:00,22:00,06:00,22:00,N,,,,,200,2615,인라인스케이트장 1면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60319553,128.2146877,2020-10-14,5120000,경상북도 문경시
영강체육공원 론볼장,영강체육공원,기타,연중무휴,06:00,22:00,06:00,22:00,Y,9,10000,4,3000,200,1600,론볼장 1면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60408613,128.2163781,2020-10-14,5120000,경상북도 문경시
영강체육공원 그라운드골프,영강체육공원,기타,연중무휴,06:00,22:00,06:00,22:00,Y,9,10000(1면당),4,3000,200,6255,그라운드골프장 1면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.60474364,128.2166259,2020-10-14,5120000,경상북도 문경시
영강천변 파크골프장,영강천변 파크골프장,기타,연중무휴,06:00,22:00,06:00,22:00,N,,,,,200,6072,파크골프장 2면,방문,,경상북도 문경시 영강공원길 125,경상북도 문경시 흥덕동 77-2,경상북도 문경시청,새마을체육과,054-550-6093,http://www.gbmg.go.kr/,36.61465641,128.2094603,2020-10-14,5120000,경상북도 문경시
뫼골문화공원 농구장,뫼골문화공원,농구장,연중무휴,00:00,00:00,00:00,00:00,N,,0,,,,8599,,,http://www.icbp.go.kr/open_content/reservation/facilities/field/guide.jsp,,인천광역시 부평구 산곡동 58-3,인천광역시 부평구청,공원녹지과,032-509-6973,www.icbp.go.kr,37.513991,126.700665,2020-03-10,3540000,인천광역시 부평구
미단시티 1호 근린공원 다목적구장,미단시티 1호 근린공원,다목적경기장,연중무휴,08:00,17:59,08:00,17:59,Y,2,(평일)15000+(공휴일)25000,,,,794,,개방,,,인천광역시 중구 운북동 1279,인천광역시 중구청,도시공원과,032-760-7778,,37.516769,126.533875,2020-10-15,3490000,인천광역시 중구
미단시티 1호 근린공원 인라인장,미단시티 1호 근린공원,기타,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,800,,개방,,,인천광역시 중구 운북동 1279,인천광역시 중구청,도시공원과,032-760-7778,,37.518059,126.535588,2020-10-15,3490000,인천광역시 중구
미단시티 2호 근린공원 다목적구장,미단시티 2호 근린공원,다목적경기장,연중무휴,08:00,17:59,08:00,17:59,Y,2,(평일)15000+(공휴일)25000,,,,397,,개방,,인천광역시 중구 미단중앙로 285,인천광역시 중구 운북동 1280-3,인천광역시 중구청,도시공원과,032-760-7778,,37.51709636,126.5322438,2020-10-15,3490000,인천광역시 중구
미단시티 2호 근린공원 배드민턴장,미단시티 2호 근린공원,배드맨턴장,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,234,,개방,,인천광역시 중구 미단중앙로 285,인천광역시 중구 운북동 1280-3,인천광역시 중구청,도시공원과,032-760-7778,,37.51709636,126.5322438,2020-10-15,3490000,인천광역시 중구
미단시티 8호 근린공원 다목적구장,미단시티 8호 근린공원,다목적경기장,연중무휴,08:00,17:59,08:00,17:59,Y,2,(평일)15000+(공휴일)25000,,,,784,,개방,,인천광역시 중구 영종순환로 620,인천광역시 중구 운북동 1265-5,인천광역시 중구청,도시공원과,032-760-7778,,37.52877346,126.5144345,2020-10-15,3490000,인천광역시 중구
미단시티 8호 근린공원 배드민턴장,미단시티 8호 근린공원,배드맨턴장,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,234,,개방,,인천광역시 중구 영종순환로 620,인천광역시 중구 운북동 1265-5,인천광역시 중구청,도시공원과,032-760-7778,,37.52877346,126.5144345,2020-10-15,3490000,인천광역시 중구
남북동 다목적구장,용유행정복지센터,다목적경기장,연중무휴,00:00,24:00,00:00,24:00,N,,,,,,975,,개방,,인천광역시 중구 마시란로 308-13,인천광역시 중구 남북동 928-6,인천광역시 중구청,용유동행정복지센터,032-760-6280,,37.44390144,126.4024317,2020-10-15,3490000,인천광역시 중구
중구국민체육센터 축구장,중구국민체육센터,축구장,"설날, 추석 명절",06:00,22:00,06:00,22:00,Y,2,(평일)55000+(평일야간)27500+(주말)27500+(주말야간)55000,0,0,22,10.256,조명+음향장비,인터넷,,인천광역시 중구 축항대로296번길 81,인천광역시 중구 신흥동3가 69-20,인천중구시설관리공단,체육사업팀,032-763-8145,https://sports.icjgss.or.kr/,37.44017466,126.6294074,2020-10-15,3490000,인천광역시 중구
중구국민체육센터 풋살장,중구국민체육센터,축구장,"설날, 추석 명절",06:00,22:00,06:00,22:00,Y,2,(평일)22000+(평일야간)11000+(주말)11000+(주말야간)16500,0,0,10,860,조명,인터넷,,인천광역시 중구 축항대로296번길 81,인천광역시 중구 신흥동3가 69-20,인천중구시설관리공단,체육사업팀,032-763-8145,https://sports.icjgss.or.kr/,37.44017466,126.6294074,2020-10-15,3490000,인천광역시 중구
의정부 정보도서관 문헌정보실,의정부정보도서관,기타,매주 월요일+일요일을 제외한 법정 공휴일,09:00,21:00,09:00,18:00,N,,,,,70,667.8,,,,경기도 의정부시 의정로 41 (의정부동),경기도 의정부시 의정부동 326-7번지,경기도 의정부시청,도서관운영과,031-828-8700,www.uilib.go.kr,37.736577,127.033870,2020-08-19,3820000,경기도 의정부시
의정부 정보도서관 디지털정보실,의정부정보도서관,기타,매주 월요일+일요일을 제외한 법정 공휴일,09:00,18:00,09:00,18:00,N,,,,,64,226.6,인터넷+스캔+원문DB검색+DVD,,,경기도 의정부시 의정로 41 (의정부동),경기도 의정부시 의정부동 326-7번지,경기도 의정부시청,도서관운영과,031-828-8700,www.uilib.go.kr,37.736577,127.033870,2020-08-19,3820000,경기도 의정부시
의정부 정보도서관 꾸러기열람실,의정부정보도서관,기타,매주 월요일+일요일을 제외한 법정 공휴일,09:00,18:00,09:00,18:00,N,,,,,70,378.9,,,,경기도 의정부시 의정로 41 (의정부동),경기도 의정부시 의정부동 326-7번지,경기도 의정부시청,도서관운영과,031-828-8700,www.uilib.go.kr,37.736577,127.033870,2020-08-19,3820000,경기도 의정부시
"의정부 정보도서관 학습실, 노트북실",의정부정보도서관,기타,매주 월요일+일요일을 제외한 법정 공휴일,07:00,23:59,07:00,23:59,N,,,,,362,476.9,운영종료시간: 화-일24:00,,,경기도 의정부시 의정로 41 (의정부동),경기도 의정부시 의정부동 326-7번지,경기도 의정부시청,도서관운영과,031-828-8700,www.uilib.go.kr,37.736577,127.033870,2020-08-19,3820000,경기도 의정부시
의정부어린이도서관 책터하나,의정부어린이도서관,기타,매주 금요일+일요일을 제외한 법정 공휴일,09:00,18:00,09:00,18:00,N,,,,,45,256,,,,경기도 의정부시 회룡로 79 (호원동),경기도 의정부시 호원동 319-25번지,경기도 의정부시청,도서관운영과,031-828-8711,ucl.uilib.go.kr,37.726539,127.042633,2020-08-19,3820000,경기도 의정부시
의정부어린이도서관 책터둘,의정부어린이도서관,기타,매주 금요일+일요일을 제외한 법정 공휴일,09:00,18:00,09:00,18:00,N,,,,,90,320,,,,경기도 의정부시 회룡로 79 (호원동),경기도 의정부시 호원동 319-25번지,경기도 의정부시청,도서관운영과,031-828-8711,ucl.uilib.go.kr,37.726539,127.042633,2020-08-19,3820000,경기도 의정부시
의정부어린이도서관 뽀로로뽀로로실,의정부어린이도서관,기타,매주 금요일+일요일을 제외한 법정 공휴일,09:00,18:00,09:00,18:00,N,,,,,80,174,,,,경기도 의정부시 회룡로 79 (호원동),경기도 의정부시 호원동 319-25번지,경기도 의정부시청,도서관운영과,031-828-8711,ucl.uilib.go.kr,37.726539,127.042633,2020-08-19,3820000,경기도 의정부시
의정부미술도서관,의정부미술도서관,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,18:00,N,,,,,400,6537.62,전시관,,,경기도 의정부시 민락로248,경기도 의정부시 민락동 855번지,경기도 의정부시청,도서관정책과,031-828-8870,www.uilib.go.kr,37.744387,127.106785,2020-08-19,3820000,경기도 의정부시
의정부가재울도서관 자료실,의정부가재울도서관,기타,매주 주말+법정공휴일,08:00,20:00,00:00,00:00,N,,,,,120,498.29,,,,경기도 의정부시 평화로 633(가능역사 하부공간),경기도 의정부시 가능동 197-1번지,경기도 의정부시청,도서관정책과,031-828-8660,www.uilib.go.kr,37.748366,127.044225,2020-08-19,3820000,경기도 의정부시
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,Y,1,11000,1,11000,4,84.14,영상스튜디오,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,Y,1,5500,1,5500,8,28.44,라디오스튜디오,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
의정부영상미디어센터,의정부영상미디어센터,기타,매주 월요일+법정 공휴일,10:00,21:00,10:00,17:00,Y,1,3300,1,3300,3,17.16,전문편집실,인터넷,,경기도 의정부시 호암로 95,경기도 의정부시 호원동 산101-1번지,경기도 의정부시청,공보담당관,031-8082-8540,https://www.media-center.or.kr/uijeongbu/main.do,37.710188,127.046303,2020-08-19,3820000,경기도 의정부시
